days,travellers,daily_budget,distance_km,month,interests,category,season,total_spend
9,2,1729,288.6,9,wildlife sunset heritage,heritage,monsoon,33430.8
6,5,4914,495.6,1,hills beach sunset,city,winter,157332.0
6,1,6677,420.6,4,lake tea sunset,beach,summer,41744.4
5,1,2463,96.8,8,wildlife shopping beach,city,monsoon,12702.2
4,5,5962,86.2,6,lake beach wildlife,beach,monsoon,120964.0
10,4,6185,467.7,4,food,heritage,summer,254883.2
12,1,6259,382.8,5,tea,heritage,monsoon,76639.2
5,6,3248,321.2,1,sunset shopping beach,city,winter,105148.79999999999
13,1,3622,546.2,3,sunset tea hills,nature,summer,49270.8
8,6,3796,402.6,10,tea sunset,heritage,autumn,191870.40000000002
3,5,6950,249.8,1,shopping wildlife,beach,winter,109246.0
6,6,7283,260.1,11,beach sunset food,nature,autumn,268430.4
1,6,3780,371.0,5,hills lake,city,monsoon,31584.0
1,2,7783,461.0,10,wildlife,beach,autumn,19254.0
5,5,4907,347.3,4,shopping food,beach,summer,129621.0
7,2,3572,315.1,10,food,heritage,autumn,52528.8
12,3,804,441.6,7,tea,nature,monsoon,34243.2
2,2,5199,429.1,11,hills beach heritage,nature,autumn,24228.8
12,3,5443,501.6,1,adventure,mountain,winter,201967.19999999998
4,6,7772,56.3,10,shopping tea,beach,autumn,187879.2
2,3,5970,457.9,4,lake,heritage,summer,41314.8
10,1,1013,318.0,5,food shopping,mountain,monsoon,11402.0
11,2,4883,63.3,1,heritage,heritage,winter,107932.4
9,5,6148,413.8,12,shopping,nature,autumn,284936.0
2,4,4375,435.6,8,food,mountain,monsoon,41969.6
2,4,3891,323.7,12,hills,mountain,autumn,36307.2
6,3,6631,480.4,7,wildlife food,heritage,monsoon,125122.79999999999
7,2,5201,194.1,2,wildlife heritage,mountain,winter,74366.8
14,4,5705,137.1,5,wildlife adventure,city,monsoon,321673.6
5,4,4141,223.4,6,hills heritage food,nature,monsoon,86394.4
3,6,2802,257.8,2,food,city,winter,56623.200000000004
14,4,4537,423.6,12,shopping tea heritage,nature,autumn,260849.6
3,6,7705,510.4,12,sunset lake,nature,autumn,150939.59999999998
1,5,5139,438.1,7,heritage,nature,monsoon,34457.0
6,1,5892,120.9,8,wildlife,nature,monsoon,35835.6
6,3,1693,232.4,9,wildlife hills adventure,nature,monsoon,33262.8
9,3,7913,111.9,9,sunset lake food,city,monsoon,214993.80000000002
13,1,2561,418.3,1,heritage shopping,heritage,winter,34966.2
14,2,7793,163.9,7,shopping,beach,monsoon,219515.2
5,5,4009,324.7,10,heritage,beach,autumn,106719.0
14,3,7416,479.3,10,heritage shopping,beach,autumn,317223.6
9,1,7221,409.1,8,wildlife hills,heritage,monsoon,66625.4
1,2,6238,193.1,11,lake,mountain,autumn,14020.8
14,2,7398,213.1,8,food,mountain,monsoon,208848.8
2,2,5187,399.0,5,sunset tea heritage,city,monsoon,23940.0
9,1,6911,338.7,6,sunset,beach,monsoon,63553.8
12,5,2039,75.9,9,adventure sunset hills,beach,monsoon,123858.0
4,5,1306,526.9,11,tea wildlife hills,beach,autumn,36658.0
4,3,4712,317.3,3,shopping food,mountain,summer,60351.600000000006
7,4,6630,294.5,4,adventure,beach,summer,190352.0
13,6,6310,135.1,8,hills,heritage,monsoon,495422.39999999997
4,6,4600,238.7,10,hills tea,heritage,autumn,116128.79999999999
10,1,4550,213.0,5,adventure lake,beach,monsoon,46352.0
7,6,5190,177.0,8,sunset wildlife heritage,nature,monsoon,222228.0
2,1,7051,349.1,1,food wildlife adventure,mountain,winter,15498.4
10,1,6861,288.1,4,beach heritage hills,beach,summer,69762.4
12,3,1589,535.7,12,food,nature,autumn,63632.399999999994
9,5,5089,566.0,7,wildlife beach,heritage,monsoon,240325.0
3,1,3542,147.3,11,beach food shopping,mountain,autumn,11215.2
3,2,6555,78.1,3,beach food wildlife,heritage,summer,39954.8
6,2,4442,475.5,4,shopping wildlife adventure,city,summer,57108.0
8,3,7937,597.0,12,food,beach,autumn,197652.0
8,6,3912,520.9,12,beach sunset,beach,autumn,200277.59999999998
4,2,5689,33.7,11,food,mountain,autumn,45781.6
8,2,1581,165.7,4,tea food,city,summer,26621.6
5,1,7512,45.1,10,adventure beach,beach,autumn,37740.4
10,2,1905,496.1,6,wildlife shopping sunset,nature,monsoon,42068.8
12,1,3524,357.2,11,hills,nature,autumn,43716.8
10,4,6830,318.0,11,sunset adventure,beach,autumn,278288.0
1,3,7765,341.6,6,lake,beach,monsoon,27394.199999999997
14,3,4287,166.4,4,hills tea,beach,summer,182050.8
1,5,4289,369.0,12,sunset beach adventure,beach,autumn,28825.0
14,4,1150,37.8,6,adventure hills tea,nature,monsoon,65004.8
1,1,7847,394.7,6,heritage,city,monsoon,9425.8
8,3,918,446.0,8,wildlife adventure tea,mountain,monsoon,27384.0
2,2,987,410.4,12,lake,mountain,autumn,7231.2
2,5,4209,212.6,2,lake tea hills,mountain,winter,46342.0
10,2,826,499.2,12,shopping beach,city,autumn,20513.6
11,1,1983,435.0,6,hills,city,monsoon,23553.0
2,5,5319,94.4,1,heritage food sunset,heritage,winter,55078.0
14,3,5876,133.2,4,wildlife lake food,nature,summer,248390.40000000002
5,1,2946,389.5,6,tea,beach,monsoon,16288.0
5,5,6526,187.9,9,food,city,monsoon,166908.0
5,2,5175,89.3,7,heritage wildlife sunset,beach,monsoon,52464.4
7,6,2443,109.9,2,lake hills sunset,beach,winter,105243.59999999999
3,5,5929,116.1,6,food beach,heritage,monsoon,91257.0
6,3,5063,297.1,3,food beach tea,beach,summer,94699.20000000001
3,4,6647,372.3,4,food,beach,summer,85720.8
1,4,1912,122.3,9,wildlife sunset,nature,monsoon,9604.8
6,4,2462,433.2,10,food tea,beach,autumn,66019.2
10,1,2985,183.0,2,shopping beach wildlife,mountain,winter,30582.0
11,2,3258,200.7,8,lake,heritage,monsoon,73281.6
5,2,7199,149.6,6,beach sunset food,beach,monsoon,73186.8
5,5,6074,475.4,5,shopping,heritage,monsoon,161358.0
12,1,4717,576.7,9,wildlife food,beach,monsoon,58910.8
10,4,4691,305.6,3,shopping,heritage,summer,192529.6
12,5,7178,44.4,10,tea beach,beach,autumn,431568.0
13,6,4016,171.1,5,hills,heritage,monsoon,317354.4
12,2,2421,111.7,2,shopping lake,heritage,winter,58997.6
14,1,1785,508.8,10,hills adventure food,heritage,autumn,27025.2
6,5,3176,69.2,11,wildlife heritage food,mountain,autumn,96664.0
6,1,5503,580.6,7,hills tea heritage,mountain,monsoon,35340.4
5,1,4190,361.3,9,wildlife adventure lake,city,monsoon,22395.2
4,6,3836,320.3,2,shopping wildlife,heritage,winter,99751.20000000001
11,6,4256,511.5,5,beach heritage food,beach,monsoon,293172.0
11,5,7819,36.0,5,heritage shopping lake,beach,monsoon,430765.0
12,6,7983,470.7,10,beach lake adventure,mountain,autumn,586072.8
3,1,1961,87.6,5,tea shopping food,heritage,monsoon,6233.4
7,1,1624,507.7,9,heritage sunset beach,mountain,monsoon,13398.8
4,2,2559,326.9,4,wildlife,city,summer,23087.2
13,1,6934,55.5,8,adventure,nature,monsoon,90364.0
4,6,4108,503.3,3,food beach,city,summer,110671.20000000001
3,1,7018,35.8,7,adventure tea heritage,city,monsoon,21197.2
8,4,5456,100.3,1,food beach hills,nature,winter,176196.8
13,6,4783,482.7,9,adventure food hills,city,monsoon,384658.80000000005
13,5,2826,289.6,1,tea shopping,nature,winter,189482.0
2,2,3277,531.2,12,lake sunset heritage,beach,autumn,17357.6
5,3,1863,388.5,11,lake food beach,mountain,autumn,32607.0
3,4,4538,381.6,7,lake food sunset,nature,monsoon,60561.6
5,5,2818,189.5,11,heritage sunset,city,autumn,74240.0
8,3,2905,97.5,10,tea heritage,city,autumn,70890.0
4,2,1084,577.5,2,sunset beach,beach,winter,13292.0
1,5,6553,80.8,9,tea,beach,monsoon,34381.0
8,6,7562,326.8,5,wildlife,nature,monsoon,370819.19999999995
1,3,4387,178.1,11,tea adventure hills,nature,autumn,15298.199999999999
4,1,4659,173.2,11,hills food wildlife,heritage,autumn,19328.8
1,4,7466,364.9,12,heritage sunset lake,mountain,autumn,35702.4
2,6,4482,482.8,6,sunset,city,monsoon,65371.200000000004
7,6,5283,470.8,3,shopping sunset wildlife,nature,summer,233185.19999999998
12,3,3882,523.9,2,shopping tea adventure,mountain,winter,146038.8
11,1,4503,189.9,2,beach sunset hills,nature,winter,50292.6
2,4,4557,290.1,12,heritage shopping,city,autumn,41097.6
1,5,5919,25.4,8,food heritage,mountain,monsoon,30103.0
5,6,5150,453.2,5,hills beach shopping,nature,monsoon,165376.8
10,1,4428,195.4,6,heritage sunset food,city,monsoon,45061.6
11,2,1346,345.7,3,food lake,beach,summer,32377.6
12,3,7312,118.2,7,tea adventure wildlife,nature,monsoon,264650.4
5,1,7195,495.3,6,hills adventure beach,heritage,monsoon,37956.2
3,6,2128,494.0,10,heritage,city,autumn,50160.0
1,1,2911,528.9,1,hills,beach,winter,5026.6
3,4,7808,46.6,12,food lake,heritage,autumn,94441.6
1,6,3111,595.6,1,hills beach shopping,city,winter,32960.399999999994
13,5,6647,163.7,6,tea sunset wildlife,mountain,monsoon,435329.0
4,5,6457,199.5,5,adventure beach,heritage,monsoon,133130.0
12,2,6997,164.6,9,tea heritage,nature,monsoon,169244.8
8,5,915,175.2,8,adventure heritage tea,heritage,monsoon,40104.0
8,3,4276,340.5,3,heritage beach shopping,mountain,summer,106710.0
7,1,4871,159.1,6,sunset,beach,monsoon,34733.4
12,3,6827,248.4,7,sunset,city,monsoon,248752.80000000002
1,3,2416,400.3,6,hills sunset,mountain,monsoon,12051.599999999999
2,4,3008,504.9,1,sunset adventure,beach,winter,32142.4
6,2,2095,421.8,3,adventure shopping,city,summer,28514.4
6,3,6286,364.7,7,adventure heritage food,city,monsoon,117524.40000000001
8,3,7991,105.7,4,food sunset adventure,heritage,summer,193052.40000000002
11,2,1811,493.3,7,sunset hills wildlife,nature,monsoon,43788.4
9,5,2478,41.6,2,shopping food,mountain,winter,112342.0
4,2,3010,173.2,9,sunset,heritage,monsoon,25465.6
5,5,7201,53.1,3,adventure tea,heritage,summer,181087.0
11,2,4009,407.1,8,hills heritage,nature,monsoon,91454.8
3,6,2829,233.7,11,shopping wildlife adventure,heritage,autumn,56530.799999999996
8,3,3120,398.2,5,adventure heritage wildlife,nature,monsoon,79658.4
8,1,5106,221.3,2,food,city,winter,41733.2
11,1,3586,284.3,1,wildlife heritage,heritage,winter,40583.2
11,5,1810,285.6,5,wildlife tea,mountain,monsoon,105262.0
7,6,6704,46.4,2,wildlife food,heritage,winter,282681.6
5,2,3840,269.5,11,lake wildlife food,mountain,autumn,40556.0
6,4,2648,391.8,12,heritage shopping sunset,mountain,autumn,69820.8
6,4,6044,336.7,12,sunset tea,city,autumn,150443.2
4,1,6166,63.7,12,sunset adventure food,nature,autumn,24918.8
9,3,1916,407.5,8,adventure,beach,monsoon,56622.0
3,5,1330,199.1,4,beach hills,mountain,summer,23932.0
10,6,1126,28.4,6,hills beach,city,monsoon,68241.6
11,6,6313,110.2,4,tea hills heritage,heritage,summer,419302.80000000005
14,1,5305,308.6,11,food sunset tea,city,autumn,75504.4
2,2,6502,200.0,6,wildlife,nature,monsoon,27608.0
11,3,5310,422.7,5,shopping tea sunset,beach,monsoon,180302.40000000002
2,1,3692,159.6,9,wildlife,beach,monsoon,8022.4
5,4,5044,468.2,5,hills,beach,monsoon,108371.2
3,1,6001,186.2,5,sunset hills beach,heritage,monsoon,18747.8
3,1,3671,380.1,3,tea food sunset,heritage,summer,12533.4
3,1,7388,483.5,1,tea,nature,winter,24098.0
1,2,7277,243.6,1,beach heritage,heritage,winter,16502.8
12,5,6565,47.1,5,food hills,nature,monsoon,394842.0
1,2,7944,330.6,12,hills,heritage,autumn,18532.8
6,6,3611,597.3,4,hills shopping,heritage,summer,144331.2
10,2,1621,582.0,8,adventure food lake,nature,monsoon,37076.0
14,1,4286,148.2,4,shopping adventure,heritage,summer,60596.8
12,3,6170,458.3,4,hills,mountain,summer,227619.59999999998
2,5,6411,220.1,2,food adventure,heritage,winter,68512.0
14,1,3597,113.0,7,wildlife lake sunset,city,monsoon,50810.0
10,1,2906,406.2,8,food heritage wildlife,mountain,monsoon,30684.8
3,6,4007,310.5,5,lake,heritage,monsoon,79578.0
7,4,6587,332.8,7,heritage hills,beach,monsoon,189760.8
13,3,1236,499.9,6,tea wildlife,mountain,monsoon,54202.799999999996
6,5,3162,215.2,4,adventure,heritage,summer,99164.0
3,6,2455,406.9,9,heritage,mountain,monsoon,53955.600000000006
13,3,6603,232.4,7,adventure tea beach,mountain,monsoon,260305.80000000002
14,4,4181,44.8,1,food beach,mountain,winter,234852.8
14,1,1424,239.2,6,beach wildlife,beach,monsoon,20892.8
14,2,2684,571.0,5,lake,heritage,monsoon,79720.0
13,4,1119,300.3,10,lake food,beach,autumn,62992.8
7,2,4224,82.8,4,heritage tea wildlife,mountain,summer,59798.4
3,6,7983,418.9,12,beach shopping food,mountain,autumn,153747.59999999998
9,6,4884,578.8,8,heritage adventure hills,city,monsoon,277627.19999999995
4,2,7060,546.6,2,heritage hills food,city,winter,60852.8
7,3,6146,351.7,5,hills shopping,beach,monsoon,133286.40000000002
10,2,7156,238.2,11,tea sunset,beach,autumn,145025.6
14,4,3039,356.8,4,heritage tea,heritage,summer,175892.8
5,1,7649,493.2,9,lake food sunset,mountain,monsoon,40217.8
4,3,2518,519.5,10,heritage lake shopping,heritage,autumn,36450.0
11,4,3955,494.9,9,hills beach,city,monsoon,181938.4
